Date,Name,Year,Letterboxd URI,Rating
2025-10-21,The Pursuit of Happyness,2006,https://boxd.it/28PE,3
2025-10-28,Pirates of the Caribbean: The Curse of the Black Pearl,2003,https://boxd.it/70G,4
2025-10-29,Pirates of the Caribbean: Dead Man's Chest,2006,https://boxd.it/2bfk,4.5
2025-10-29,Pirates of the Caribbean: At World's End,2007,https://boxd.it/2aGu,4.5
2025-11-08,One Piece: Stampede,2019,https://boxd.it/kPsa,2.5
2025-11-13,Chainsaw Man – The Movie: Reze Arc,2025,https://boxd.it/Kgyu,4.5
2025-11-23,American Psycho,2000,https://boxd.it/28Vs,4.5
2025-11-24,The Assassination of Jesse James by the Coward Robert Ford,2007,https://boxd.it/24dG,5
2025-11-24,Little Miss Sunshine,2006,https://boxd.it/29EW,4.5
2025-11-25,The Wonderful Story of Henry Sugar and Three More,2024,https://boxd.it/LYEy,3.5
2025-11-25,Fast & Furious,2009,https://boxd.it/1Pnm,2.5
2025-12-07,No Country for Old Men,2007,https://boxd.it/21ew,4.5
2025-12-08,The Marathon Family,1982,https://boxd.it/1nsI,4
2025-12-08,The Tourist,2010,https://boxd.it/17Hs,2
2025-12-08,Superbad,2007,https://boxd.it/20hO,3.5
2025-12-08,Home Alone 3,1997,https://boxd.it/1XZ4,2.5
2025-12-08,Poison,2023,https://boxd.it/Is7Q,3
2025-12-08,Cloudy with a Chance of Meatballs 2,2013,https://boxd.it/3GMw,3
2025-12-08,Up,2009,https://boxd.it/1OEc,4.5
2025-12-09,Wonder Woman,2017,https://boxd.it/9roG,2
2025-12-10,El Camino: A Breaking Bad Movie,2019,https://boxd.it/kv0q,3.5
2025-12-11,The Lion King,1994,https://boxd.it/201Q,4
2025-12-11,Guardians of the Galaxy Vol. 3,2023,https://boxd.it/fVNI,3.5
2025-12-11,Avengers: Endgame,2019,https://boxd.it/9vE4,3.5
2025-12-11,Avengers: Infinity War,2018,https://boxd.it/9vEe,3.5
2025-12-11,We Will Be the World Champions,2015,https://boxd.it/aT1W,3
2025-12-11,Harry Potter and the Goblet of Fire,2005,https://boxd.it/29Qo,3
2025-12-11,Nightcrawler,2014,https://boxd.it/780m,4
2025-12-15,Gran Torino,2008,https://boxd.it/1Qzy,3
2025-12-15,Look Back,2024,https://boxd.it/LjA6,4
2025-12-15,The Batman,2022,https://boxd.it/eDGs,4
2025-12-15,Who's Singin' Over There?,1980,https://boxd.it/1HSc,4
2025-12-15,Mission: Impossible – Dead Reckoning,2023,https://boxd.it/l7zS,3
2025-12-15,Gladiator II,2024,https://boxd.it/kqQQ,3
2025-12-15,Dune,2021,https://boxd.it/fA7G,2.5
2025-12-15,Captain America: The First Avenger,2011,https://boxd.it/28b0,3
2025-12-15,21,2008,https://boxd.it/20BO,3
2025-12-15,Collateral,2004,https://boxd.it/28F0,4
2025-12-16,Spider-Man: No Way Home,2021,https://boxd.it/nwRw,4
2025-12-17,Men in Black,1997,https://boxd.it/2a0I,3
2025-12-17,Men in Black II,2002,https://boxd.it/2a0y,2.5
2025-12-17,Men in Black 3,2012,https://boxd.it/103U,2.5
2025-12-17,The Others,2001,https://boxd.it/27Po,2.5
2025-12-17,The Conjuring 2,2016,https://boxd.it/7GJg,1
2025-12-18,Deadpool,2016,https://boxd.it/9fOC,3
2025-12-18,All That Jazz,1979,https://boxd.it/1JB8,5
2025-12-18,Jujutsu Kaisen 0,2021,https://boxd.it/uvFS,4
2025-12-18,The Imitation Game,2014,https://boxd.it/6aig,3.5
2025-12-20,Toma,2021,https://boxd.it/rmn0,3.5
2025-12-20,The Swan,2023,https://boxd.it/Is80,3.5
2025-12-20,The Wonderful Story of Henry Sugar,2023,https://boxd.it/yNyo,3.5
2025-12-20,A Beautiful Mind,2001,https://boxd.it/2amk,4
2025-12-21,Jumanji: Welcome to the Jungle,2017,https://boxd.it/bUeE,3
2025-12-21,Captain America: The Winter Soldier,2014,https://boxd.it/3r58,2.5
2025-12-21,Golden Boy,2022,https://boxd.it/wkd8,1.5
2025-12-21,Jumanji: The Next Level,2019,https://boxd.it/ixu4,2.5
2025-12-21,Beastie Boys Story,2020,https://boxd.it/oIW6,3
2025-12-21,Misery,1990,https://boxd.it/28gY,4
2025-12-22,Good Will Hunting,1997,https://boxd.it/2ahY,5
2025-12-23,Rosemary's Baby,1968,https://boxd.it/29zM,3
2025-12-24,Dead Poets Society,1989,https://boxd.it/2aSg,4.5
2025-12-25,Heat,1995,https://boxd.it/2bg8,4.5
2025-12-28,Black Gruja and the Stone of Wisdom,2007,https://boxd.it/1fdK,4.5
2025-12-28,The Lord of the Rings: The Fellowship of the Ring,2001,https://boxd.it/2b5O,5
2025-12-28,Memento,2000,https://boxd.it/2bcK,4.5
2025-12-31,28 Days Later,2002,https://boxd.it/2aXU,1
2025-12-31,Glass Onion,2022,https://boxd.it/oCkK,2
2026-01-02,"Synecdoche, New York",2008,https://boxd.it/23zw,3.5
2026-01-02,Knives Out,2019,https://boxd.it/jWEA,4
2026-01-02,Titanic,1997,https://boxd.it/2a2k,3.5
2026-01-03,"The French Dispatch of the Liberty, Kansas Evening Sun",2021,https://boxd.it/jLP8,3.5
2026-01-03,Birdman or (The Unexpected Virtue of Ignorance),2014,https://boxd.it/5RFA,4.5
2026-01-04,The Hangover,2009,https://boxd.it/1GjK,3.5
2026-01-04,Juno,2007,https://boxd.it/210a,3.5
2026-01-04,Blow Out,1981,https://boxd.it/1TlE,3
2026-01-05,"Montevideo, God Bless You!",2010,https://boxd.it/mKk,3.5
2026-01-05,Anatomy of a Fall,2023,https://boxd.it/yuDE,3
2026-01-05,Wake Up Dead Man,2025,https://boxd.it/uAKS,4
2026-01-06,Foolish Years,1977,https://boxd.it/sCw,2
2026-01-06,Sentimental Value,2025,https://boxd.it/GwcG,4
2026-01-07,The Avengers,2012,https://boxd.it/1xFW,2.5
2026-01-07,Captain America: Civil War,2016,https://boxd.it/89Ja,2.5
2026-01-07,Guardians of the Galaxy Vol. 2,2017,https://boxd.it/8MxC,2.5
2026-01-07,Iron Man 2,2010,https://boxd.it/1WZM,2.5
2026-01-07,Clue,1985,https://boxd.it/1MDQ,2
2026-01-08,The Trap,2007,https://boxd.it/24tE,4
2026-01-08,Asteroid City,2023,https://boxd.it/s3ds,3.5
2026-01-08,Bugonia,2025,https://boxd.it/qeWY,3.5
2026-01-08,Harry Potter and the Prisoner of Azkaban,2004,https://boxd.it/29Qy,4
2026-01-08,Once Upon a Time... in Hollywood,2019,https://boxd.it/gH0O,4
2026-01-08,Identity,2003,https://boxd.it/26e2,3.5
2026-01-08,Made in Abyss: Dawn of the Deep Soul,2020,https://boxd.it/l4h2,3.5
2026-01-08,Harry Potter and the Philosopher's Stone,2001,https://boxd.it/29QS,3.5
2026-01-08,Die Hard,1988,https://boxd.it/2a7u,3
2026-01-08,Cloudy with a Chance of Meatballs,2009,https://boxd.it/1A40,3
2026-01-08,Free Guy,2021,https://boxd.it/k8dm,2.5
2026-01-08,Aquaman,2018,https://boxd.it/9ru0,2
2026-01-08,Transformers: Rise of the Beasts,2023,https://boxd.it/oQTa,2
2026-01-08,Son of a Rich 2,2023,https://boxd.it/BXui,2
2026-01-08,Thor: The Dark World,2013,https://boxd.it/2DqA,1.5
2026-01-08,South Wind 2: Speed Up,2021,https://boxd.it/nzg4,1.5
2026-01-08,Avengers: Age of Ultron,2015,https://boxd.it/3qi6,1.5
2026-01-08,Iron Man,2008,https://boxd.it/28dA,3.5
2026-01-10,Spider-Man: Into the Spider-Verse,2018,https://boxd.it/azpY,3.5
2026-01-11,Superman,2025,https://boxd.it/E9IU,2
2026-01-11,Harry Potter and the Chamber of Secrets,2002,https://boxd.it/29QI,3
2026-01-12,12 Angry Men,1957,https://boxd.it/2auI,4.5
2026-01-12,12 Angry Men,1997,https://boxd.it/1Sg4,4.5
2026-01-12,The Silence of the Lambs,1991,https://boxd.it/2aHW,4.5
2026-01-12,The Wolf of Wall Street,2013,https://boxd.it/3C1m,4
2026-01-12,The Shawshank Redemption,1994,https://boxd.it/2aHi,4
2026-01-12,"When I Grow Up, I'll Be a Kangaroo",2004,https://boxd.it/syY,4.5
2026-01-12,Rififi,1955,https://boxd.it/29f8,3.5
2026-01-12,The Zone of Interest,2023,https://boxd.it/gJsA,3.5
2026-01-16,Barry Lyndon,1975,https://boxd.it/25A2,4.5
2026-01-19,"Lock, Stock and Two Smoking Barrels",1998,https://boxd.it/2b92,1.5
2026-01-24,Eyes Wide Shut,1999,https://boxd.it/2axs,5
2026-01-24,2001: A Space Odyssey,1968,https://boxd.it/2bf0,3.5
2026-01-24,Home Alone 4,2002,https://boxd.it/1RLA,2
2026-01-24,People We Meet on Vacation,2026,https://boxd.it/D8ME,2
2026-02-06,Blue Velvet,1986,https://boxd.it/29BI,4
2026-03-13,We're the Millers,2013,https://boxd.it/4srQ,2.5
2026-03-13,The Handmaiden,2016,https://boxd.it/948A,3.5
2026-03-13,Blue Moon,2025,https://boxd.it/Nzwy,4
2026-03-13,Marty Supreme,2025,https://boxd.it/Off0,4.5
2026-03-14,The Hunt,2012,https://boxd.it/3wEC,3.5
2026-03-16,Sinners,2025,https://boxd.it/KQMM,4.5
2026-03-20,The Big Lebowski,1998,https://boxd.it/2b6C,3.5
2026-03-20,The Phoenician Scheme,2025,https://boxd.it/H0Ca,3
2026-03-20,Eternal Sunshine of the Spotless Mind,2004,https://boxd.it/6YK,5
2026-03-21,The Lord of the Rings: The Two Towers,2002,https://boxd.it/2b5E,5
2026-03-22,The Lord of the Rings: The Return of the King,2003,https://boxd.it/2b5u,5
2026-03-22,The 355,2022,https://boxd.it/iWI6,1.5
2026-03-23,Lost in Translation,2003,https://boxd.it/2b0E,4
2026-03-24,The War with Grandpa,2020,https://boxd.it/f2jy,2.5
2026-03-24,F1,2025,https://boxd.it/yjVM,3.5
2026-03-24,Mission: Impossible – The Final Reckoning,2025,https://boxd.it/l7A2,2.5
2026-03-25,Fargo,1996,https://boxd.it/2aHM,4
2026-03-25,Slumdog Millionaire,2008,https://boxd.it/1S3E,4
2026-03-25,Vanilla Sky,2001,https://boxd.it/27TK,3.5
2026-03-26,Anora,2024,https://boxd.it/Egcw,3
2026-03-26,Burn After Reading,2008,https://boxd.it/23BW,3.5
2026-03-28,Moonrise Kingdom,2012,https://boxd.it/2Wng,3.5
2026-03-28,The Rat Catcher,2023,https://boxd.it/Is8a,3
2026-04-01,Barton Fink,1991,https://boxd.it/2aFQ,5
2026-04-03,"Crazy, Stupid, Love.",2011,https://boxd.it/D9A,3.5
2026-04-05,The Royal Tenenbaums,2001,https://boxd.it/1YHU,4.5
2026-04-09,Poor Things,2023,https://boxd.it/tNWU,4
2026-04-09,How to Make a Killing,2026,https://boxd.it/gLi8,2.5
2026-04-10,Kill Bill: The Whole Bloody Affair,2004,https://boxd.it/eCrQ,5
2026-04-10,Isolation,2024,https://boxd.it/HU2M,3.5
2026-04-11,Frankenstein,2025,https://boxd.it/Ecsg,4
2026-04-13,No Other Choice,2025,https://boxd.it/nKiA,3
2026-04-13,The Hateful Eight,2015,https://boxd.it/8gw8,3
2026-04-14,Oldboy,2003,https://boxd.it/29R2,4.5
2026-04-25,Free Birds,2013,https://boxd.it/5oi8,3
2026-05-03,Schindler's List,1993,https://boxd.it/2aq2,4.5
2026-05-03,Lawrence of Arabia,1962,https://boxd.it/2wRE,4.5
2026-05-03,The Godfather,1972,https://boxd.it/2aNK,4.5
2026-05-15,Casino,1995,https://boxd.it/2ads,3.5
2026-05-18,Fear and Loathing in Las Vegas,1998,https://boxd.it/27Xs,3
2026-05-20,Top Gun,1986,https://boxd.it/29JC,3
2026-05-21,Top Gun: Maverick,2022,https://boxd.it/cjr4,3.5
2026-05-21,21 Jump Street,2012,https://boxd.it/J0,3.5
2026-05-22,American Beauty,1999,https://boxd.it/71Y,4.5
2026-05-22,Fantastic Mr. Fox,2009,https://boxd.it/1WyQ,4
2026-05-23,The Departed,2006,https://boxd.it/28MA,5
2026-05-23,Cure,1997,https://boxd.it/1blA,5
2026-05-23,Forrest Gump,1994,https://boxd.it/728,5
2026-05-25,The Act of Killing,2012,https://boxd.it/44Cg,5
2026-05-27,Rushmore,1998,https://boxd.it/1TAO,4
2026-05-28,A Grand Day Out,1989,https://boxd.it/2acu,4
2026-05-29,A Close Shave,1995,https://boxd.it/2aca,4
2026-05-30,The Karate Kid,1984,https://boxd.it/27Wk,3
2026-05-31,Chungking Express,1994,https://boxd.it/1UDa,4.5
2026-06-02,Bullet Train,2022,https://boxd.it/qW26,4
2026-06-03,Aftersun,2022,https://boxd.it/Arw0,4.5
2026-06-03,Jamie Vardy,2026,https://boxd.it/12Wyi,3.5
2026-06-03,Obsession,2025,https://boxd.it/PNqo,4
2026-06-04,The Drama,2026,https://boxd.it/OA2w,3
2026-06-05,"Paris, Texas",1984,https://boxd.it/29Ts,5
2026-06-06,The Godfather Part II,1974,https://boxd.it/2aNq,5
2026-06-07,Parasite,2019,https://boxd.it/hTha,5
2026-06-07,Boogie Nights,1997,https://boxd.it/23um,4.5
2026-06-08,Project Hail Mary,2026,https://boxd.it/pEeQ,3.5
2026-06-09,Train Dreams,2025,https://boxd.it/LdDo,4
2026-06-09,Hamnet,2025,https://boxd.it/woVy,4
2026-06-09,Shaun of the Dead,2004,https://boxd.it/29J8,2
